"V1","V2"
415,41417
415.5,43542
416,44996
416.5,46798
417,49027
417.5,51005
418,52805
418.5,55695
419,57104
419.5,59886
420,62149
420.5,64862
421,67248
421.5,69904
422,72850
422.5,74850
423,78352
423.5,81527
424,83747
424.5,87651
425,90303
425.5,94065
426,97410
426.5,100982
427,105467
427.5,109163
428,112614
428.5,116139
429,120172
429.5,124709
430,128757
430.5,132636
431,138182
431.5,142905
432,148344
432.5,152342
433,157160
433.5,162759
434,167792
434.5,173043
435,178599
435.5,184314
436,190764
436.5,195458
437,202501
437.5,207975
438,214605
438.5,220347
439,227163
439.5,233583
440,240032
440.5,246403
441,252081
441.5,259266
442,266377
442.5,274120
443,279265
443.5,286340
444,294681
444.5,301574
445,308481
445.5,315683
446,323443
446.5,329207
447,336153
447.5,343386
448,351137
448.5,359420
449,365920
449.5,372406
450,378983
450.5,386905
451,392913
451.5,398467
452,405612
452.5,411257
453,419105
453.5,424258
454,428992
454.5,435773
455,440967
455.5,446951
456,450679
456.5,457029
457,460049
457.5,462834
458,467279
458.5,471573
459,473699
459.5,476278
460,477369
460.5,479696
461,480230
461.5,482208
462,482056
462.5,483791
463,481894
463.5,480520
464,479278
464.5,476417
465,474783
465.5,469957
466,466280
466.5,461632
467,457516
467.5,451266
468,444616
468.5,439593
469,432234
469.5,423182
470,415740
470.5,406408
471,397683
471.5,388283
472,378944
472.5,369087
473,356783
473.5,345839
474,334296
474.5,322541
475,310441
475.5,298451
476,285144
476.5,273139
477,260956
477.5,248210
478,234638
478.5,222102
479,209964
479.5,197039
480,186047
480.5,174974
481,163197
481.5,152844
482,140420
482.5,130617
483,120179
483.5,110861
484,101968
484.5,93591
485,84913
485.5,77042
486,70392
486.5,63765
487,57138
487.5,51936
488,46702
488.5,41724
489,37417
489.5,33676
490,30435
490.5,27252
491,24434
491.5,22249
492,20048
492.5,18206
493,16917
493.5,15246
494,14229
494.5,13399
495,12632
495.5,11746
496,11479
496.5,10897
497,10418
497.5,10159
498,9864
498.5,9504
499,9591
499.5,9357
500,9078
500.5,9169
501,9052
501.5,8875
502,8731
502.5,8664
503,8768
503.5,8601
504,8585
504.5,8504
505,8431
505.5,8432
506,8334
506.5,8308
507,8318
507.5,8156
508,8256
508.5,8196
509,8242
509.5,8256
510,8207
510.5,8186
511,8346
511.5,8337
512,8306
512.5,8360
513,8625
513.5,8803
514,8659
514.5,8865
515,8775
515.5,8865
516,9016
516.5,9379
517,9350
517.5,9631
518,9806
518.5,10145
519,10324
519.5,10385
520,10569
520.5,10830
521,11111
521.5,11348
522,11548
522.5,11789
523,12110
523.5,12161
524,12656
524.5,12931
525,13146
525.5,13473
526,13829
526.5,14105
527,14362
527.5,14523
528,15121
528.5,15271
529,15489
529.5,15724
530,16047
530.5,16812
531,17034
531.5,17534
532,17591
532.5,17884
533,18285
533.5,18829
534,19216
534.5,19444
535,19688
535.5,20081
536,20504
536.5,21072
537,21564
537.5,21856
538,22518
538.5,22840
539,23170
539.5,24094
540,24096
540.5,24925
541,25243
541.5,26034
542,26186
542.5,26870
543,27510
543.5,27477
544,27722
544.5,28642
545,29107
545.5,29597
546,30174
546.5,30445
547,30656
547.5,31600
548,32227
548.5,32547
549,33373
549.5,33744
550,34521
550.5,34954
551,35600
551.5,35850
552,36649
552.5,36696
553,37442
553.5,38050
554,38084
554.5,39175
555,39387
555.5,39896
556,40814
556.5,41180
557,42079
557.5,42683
558,42815
558.5,43755
559,44008
559.5,44642
560,45169
560.5,45555
561,46258
561.5,46424
562,46677
562.5,47748
563,48057
563.5,48622
564,48823
564.5,49566
565,49921
565.5,50136
566,50647
566.5,51490
567,51169
567.5,51605
568,52221
568.5,52302
569,52785
569.5,53022
570,53124
570.5,53189
571,53789
571.5,53708
572,53985
572.5,54390
573,54442
573.5,54567
574,54347
574.5,54385
575,54252
575.5,54828
576,54184
576.5,54413
577,54663
577.5,54567
578,54696
578.5,54282
579,54055
579.5,53496
580,53582
580.5,53178
581,52779
581.5,52708
582,52173
582.5,52126
583,51664
583.5,51714
584,51173
584.5,51005
585,50220
585.5,49890
586,49027
586.5,48425
587,48026
587.5,47676
588,46704
588.5,46707
589,45770
589.5,45015
590,44174
590.5,43217
591,43051
591.5,41917
592,41146
592.5,40549
593,39555
593.5,38717
594,37743
594.5,37359
595,36286
595.5,35449
596,34677
596.5,33657
597,32487
597.5,31964
598,31385
598.5,30068
599,29356
599.5,28184
600,27712
600.5,26852
601,26039
601.5,24762
602,23988
602.5,22945
603,22099
603.5,21275
604,20348
604.5,19523
605,18673
605.5,18010
606,17117
606.5,16275
607,15736
607.5,14765
608,13979
608.5,13423
609,12449
609.5,11845
610,11365
610.5,10640
611,9676
611.5,9248
612,8485
612.5,8108
613,7670
613.5,7135
614,6405
614.5,6107
615,5727
615.5,5292
616,4850
616.5,4406
617,3996
617.5,3810
618,3278
618.5,3027
619,2804
619.5,2553
620,2416
620.5,2135
621,1979
621.5,1821
622,1566
622.5,1413
623,1293
623.5,1177
624,1083
624.5,976
625,880
625.5,836
626,689
626.5,657
627,600
627.5,525
628,473
628.5,420
629,408
629.5,370
630,324
630.5,326
631,269
631.5,269
632,235
632.5,238
633,224
633.5,192
634,164
634.5,180
635,154
635.5,140
636,152
636.5,156
637,135
637.5,127
638,108
638.5,116
639,102
639.5,118
640,96
640.5,93
641,102
641.5,93
642,105
642.5,93
643,66
643.5,86
644,84
644.5,71
645,70
645.5,97
646,82
646.5,74
647,95
647.5,60
648,75
648.5,60
649,60
649.5,72
650,61
650.5,56
651,67
651.5,72
652,69
652.5,71
653,79
653.5,75
654,72
654.5,65
655,68
655.5,60
656,65
656.5,51
657,61
657.5,48
658,57
658.5,69
659,77
659.5,54
660,54
660.5,62
661,51
661.5,62
662,63
662.5,46
663,63
663.5,60
664,55
664.5,61
665,58
665.5,57
666,67
666.5,66
667,69
667.5,58
668,57
668.5,55
669,66
669.5,64
670,65
670.5,51
671,60
671.5,56
672,56
672.5,58
673,52
673.5,50
674,60
674.5,58
675,68
675.5,49
676,71
676.5,63
677,58
677.5,60
678,68
678.5,57
679,67
679.5,67
680,56
680.5,60
681,82
681.5,59
682,60
682.5,78
683,61
683.5,60
684,55
684.5,68
685,79
685.5,61
686,82
686.5,65
687,52
687.5,68
688,90
688.5,63
689,79
689.5,61
690,68
690.5,75
691,65
691.5,77
692,69
692.5,80
693,67
693.5,74
694,76
694.5,81
695,75
695.5,100
696,61
696.5,75
697,80
697.5,74
698,70
698.5,76
699,81
699.5,69
700,74
700.5,70
701,76
701.5,78
702,84
702.5,66
703,83
703.5,106
704,96
704.5,74
705,88
705.5,97
706,88
706.5,89
707,86
707.5,90
708,77
708.5,83
709,106
709.5,87
710,101
710.5,107
711,95
711.5,97
712,107
712.5,107
713,111
713.5,108
714,104
714.5,112
715,116
715.5,134
716,123
716.5,110
717,135
717.5,127
718,129
718.5,125
719,136
719.5,128
720,117
720.5,109
721,154
721.5,114
722,155
722.5,158
723,146
723.5,125
724,136
724.5,164
725,142
725.5,169
726,146
726.5,131
727,159
727.5,143
728,158
728.5,164
729,161
729.5,150
730,157
730.5,175
731,167
731.5,166
732,188
732.5,189
733,196
733.5,202
734,176
734.5,199
735,186
735.5,209
736,186
736.5,202
737,190
737.5,212
738,198
738.5,201
739,187
739.5,222
740,207
740.5,230
741,223
741.5,227
742,222
742.5,250
743,265
743.5,245
744,236
744.5,231
745,250
745.5,261
746,222
746.5,241
747,274
747.5,240
748,254
748.5,246
749,279
749.5,258
750,276
750.5,256
751,234
751.5,281
752,263
752.5,303
753,292
753.5,290
754,335
754.5,273
755,307
755.5,252
756,274
756.5,283
757,305
757.5,285
758,311
758.5,298
759,291
759.5,299
760,298
760.5,320
761,284
761.5,305
762,289
762.5,260
763,313
763.5,296
764,302
764.5,298
765,292
765.5,299
766,308
766.5,308
767,292
767.5,304
768,311
768.5,312
769,285
769.5,318
770,304
770.5,321
771,298
771.5,318
772,266
772.5,278
