"V1","V2"
381.5,28
382,35
382.5,30
383,41
383.5,27
384,36
384.5,46
385,46
385.5,36
386,30
386.5,46
387,40
387.5,53
388,53
388.5,37
389,56
389.5,51
390,64
390.5,57
391,53
391.5,60
392,66
392.5,65
393,42
393.5,61
394,61
394.5,72
395,70
395.5,61
396,95
396.5,92
397,87
397.5,87
398,105
398.5,94
399,86
399.5,100
400,94
400.5,111
401,118
401.5,103
402,119
402.5,130
403,139
403.5,127
404,132
404.5,144
405,173
405.5,142
406,160
406.5,179
407,173
407.5,160
408,179
408.5,186
409,187
409.5,217
410,233
410.5,204
411,244
411.5,220
412,229
412.5,264
413,253
413.5,257
414,298
414.5,314
415,302
415.5,308
416,312
416.5,357
417,355
417.5,346
418,354
418.5,379
419,386
419.5,390
420,422
420.5,415
421,447
421.5,460
422,475
422.5,525
423,489
423.5,527
424,537
424.5,555
425,563
425.5,555
426,595
426.5,645
427,626
427.5,675
428,631
428.5,679
429,697
429.5,771
430,831
430.5,777
431,785
431.5,848
432,878
432.5,907
433,932
433.5,995
434,1029
434.5,1085
435,1015
435.5,992
436,1058
436.5,1184
437,1205
437.5,1220
438,1266
438.5,1291
439,1285
439.5,1300
440,1348
440.5,1379
441,1416
441.5,1508
442,1491
442.5,1548
443,1570
443.5,1503
444,1666
444.5,1699
445,1628
445.5,1690
446,1776
446.5,1770
447,1880
447.5,1867
448,1947
448.5,1933
449,2041
449.5,2115
450,2125
450.5,2099
451,2158
451.5,2267
452,2282
452.5,2294
453,2361
453.5,2388
454,2407
454.5,2536
455,2626
455.5,2609
456,2637
456.5,2606
457,2711
457.5,2791
458,2776
458.5,2777
459,2887
459.5,2926
460,2933
460.5,3135
461,3148
461.5,3184
462,3213
462.5,3253
463,3356
463.5,3304
464,3408
464.5,3459
465,3552
465.5,3491
466,3621
466.5,3697
467,3752
467.5,3902
468,3915
468.5,3910
469,3875
469.5,4091
470,3956
470.5,4222
471,4250
471.5,4351
472,4319
472.5,4426
473,4580
473.5,4468
474,4718
474.5,4723
475,4874
475.5,4786
476,4799
476.5,4990
477,5062
477.5,5101
478,5244
478.5,5391
479,5364
479.5,5609
480,5503
480.5,5597
481,5725
481.5,5816
482,5806
482.5,6008
483,6047
483.5,6028
484,6155
484.5,6344
485,6314
485.5,6349
486,6583
486.5,6583
487,6687
487.5,6717
488,7109
488.5,7057
489,7080
489.5,7010
490,7333
490.5,7432
491,7528
491.5,7687
492,7646
492.5,7908
493,7893
493.5,7900
494,8036
494.5,8200
495,8401
495.5,8332
496,8739
496.5,8734
497,8712
497.5,8702
498,9047
498.5,9040
499,9132
499.5,9132
500,9142
500.5,9259
501,9343
501.5,9706
502,9594
502.5,9903
503,9932
503.5,10100
504,9963
504.5,10096
505,10364
505.5,10392
506,10518
506.5,10623
507,10950
507.5,10839
508,10914
508.5,11045
509,11127
509.5,11282
510,11227
510.5,11346
511,11608
511.5,11615
512,11658
512.5,11770
513,11707
513.5,12084
514,12082
514.5,12394
515,12261
515.5,12588
516,12370
516.5,12720
517,12690
517.5,12863
518,13065
518.5,13131
519,13004
519.5,13299
520,13375
520.5,13434
521,13517
521.5,13708
522,13672
522.5,13856
523,13815
523.5,13764
524,13981
524.5,14263
525,14298
525.5,14495
526,14575
526.5,14509
527,14695
527.5,14774
528,15014
528.5,14852
529,14896
529.5,15090
530,15336
530.5,15160
531,15636
531.5,15481
532,15866
532.5,15473
533,15675
533.5,15767
534,15751
534.5,16024
535,16131
535.5,15737
536,16130
536.5,15861
537,16257
537.5,16348
538,16118
538.5,16301
539,16513
539.5,16415
540,16410
540.5,16343
541,16216
541.5,16637
542,16485
542.5,16815
543,16418
543.5,16273
544,16400
544.5,16356
545,16481
545.5,16424
546,16309
546.5,16280
547,16358
547.5,16186
548,16200
548.5,16191
549,16595
549.5,16426
550,15980
550.5,16100
551,16154
551.5,16195
552,15840
552.5,15624
553,15732
553.5,15802
554,15751
554.5,15727
555,15658
555.5,15474
556,15309
556.5,15243
557,15073
557.5,15106
558,15167
558.5,14873
559,14947
559.5,14604
560,14649
560.5,14423
561,14549
561.5,14262
562,14405
562.5,13824
563,14018
563.5,13624
564,13549
564.5,13532
565,13327
565.5,13478
566,13291
566.5,13198
567,13071
567.5,12560
568,12543
568.5,12424
569,12392
569.5,11999
570,11812
570.5,11856
571,11999
571.5,11628
572,11691
572.5,11366
573,11295
573.5,11117
574,11000
574.5,10892
575,10809
575.5,10695
576,10543
576.5,10387
577,10055
577.5,10005
578,10013
578.5,9646
579,9747
579.5,9549
580,9436
580.5,9194
581,8990
581.5,8762
582,8792
582.5,8797
583,8476
583.5,8525
584,8280
584.5,8291
585,7899
585.5,7997
586,7883
586.5,7675
587,7425
587.5,7485
588,7350
588.5,7092
589,7035
589.5,6992
590,6890
590.5,6678
591,6574
591.5,6523
592,6583
592.5,6520
593,6201
593.5,6232
594,6125
594.5,6077
595,5979
595.5,5810
596,5905
596.5,5758
597,5525
597.5,5598
598,5467
598.5,5411
599,5372
599.5,5282
600,5229
600.5,5060
601,5033
601.5,5010
602,4997
602.5,4887
603,4758
603.5,4719
604,4754
604.5,4604
605,4703
605.5,4474
606,4505
606.5,4603
607,4470
607.5,4357
608,4170
608.5,4436
609,4316
609.5,4256
610,4182
610.5,4109
611,4140
611.5,4016
612,4125
612.5,4153
613,3880
613.5,4001
614,3838
614.5,4004
615,3845
615.5,3845
616,3867
616.5,3873
617,3882
617.5,3898
618,3830
618.5,3852
619,3705
619.5,3833
620,3836
620.5,3750
621,3719
621.5,3772
622,3685
622.5,3763
623,3777
623.5,3707
624,3710
624.5,3794
625,3762
625.5,3778
626,3825
626.5,3713
627,3740
627.5,3650
628,3744
628.5,3775
629,3605
629.5,3720
630,3716
630.5,3784
631,3647
631.5,3793
632,3864
632.5,3689
633,3802
633.5,3799
634,3833
634.5,3625
635,3690
635.5,3789
636,3693
636.5,3654
637,3761
637.5,3826
638,3662
638.5,3656
639,3840
639.5,3746
640,3778
640.5,3839
641,3728
641.5,3708
642,3728
642.5,3819
643,3776
643.5,3896
644,3789
644.5,3813
645,3755
645.5,3843
646,3727
646.5,3833
647,3879
647.5,3830
648,3846
648.5,3869
649,3759
649.5,3785
650,3952
650.5,3958
651,3999
651.5,3882
652,3878
652.5,3782
653,3952
653.5,3797
654,3977
654.5,3792
655,3764
655.5,3861
656,3919
656.5,3811
657,3874
657.5,3861
658,3937
658.5,3893
659,3909
659.5,3802
660,3820
660.5,3915
661,3930
661.5,4009
662,3826
662.5,4090
663,4017
663.5,3949
664,3951
664.5,3984
665,3961
665.5,3907
666,3818
666.5,3915
667,3964
667.5,3937
668,3872
668.5,3884
669,3904
669.5,4111
670,4006
670.5,3928
671,3953
671.5,4036
672,3864
672.5,4020
