"V1","V2"
274,17935.74297
275,18259.43775
276,18326.10442
277,18545.38153
278,18442.57028
279,18546.98795
280,18797.59036
281,18851.40562
282,18780.72289
283,18924.49799
284,19110.84337
285,19194.37751
286,19138.95582
287,19290.76305
288,19449.7992
289,19465.86345
290,19468.27309
291,19697.18876
292,19742.97189
293,19620.88353
294,19869.07631
295,19801.60643
296,19982.32932
297,19992.77108
298,19873.89558
299,20290.76305
300,20654.61847
301,21187.95181
302,22038.55422
303,22955.82329
304,24463.45382
305,26132.53012
306,28542.16867
307,30326.10442
308,32881.92771
309,35793.5743
310,38891.56627
311,43061.84739
312,46848.19277
313,52215.26104
314,56480.32129
315,62129.31727
316,68024.8996
317,74892.36948
318,82674.6988
319,90474.6988
320,99567.06827
321,108969.47791
322,119244.97992
323,131104.41767
324,142856.2249
325,156164.65863
326,171370.28112
327,186810.44177
328,203433.73494
329,221592.77108
330,240593.5743
331,260225.70281
332,282818.4739
333,305736.54618
334,329933.33333
335,355998.39357
336,383510.04016
337,411276.30522
338,441289.15663
339,471543.7751
340,502915.66265
341,535029.71888
342,569007.22892
343,601256.2249
344,635134.13655
345,668236.14458
346,701308.43373
347,732318.07229
348,765311.64659
349,791617.67068
350,818690.76305
351,845771.08434
352,871061.04418
353,887234.53815
354,901653.01205
355,914314.05622
356,923731.72691
357,927020.88353
358,926653.81526
359,924226.50602
360,918072.28916
361,905763.05221
362,887074.6988
363,868762.249
364,842710.04016
365,813656.2249
366,786291.56627
367,749558.23293
368,714329.31727
369,676787.95181
370,635471.48594
371,597110.84337
372,553370.28112
373,510481.92771
374,467824.8996
375,425007.22892
376,384084.33735
377,344039.35743
378,306025.70281
379,269579.91968
380,235666.66667
381,204402.40964
382,176478.71486
383,151448.19277
384,128991.16466
385,110653.81526
386,94927.71084
387,82915.66265
388,73054.61847
389,65252.20884
390,60250.60241
391,55371.08434
392,52296.38554
393,49995.18072
394,48996.78715
395,48071.48594
396,46679.51807
397,46135.74297
398,45735.74297
399,45722.08835
400,45767.06827
401,45519.67871
402,46225.70281
403,46339.75904
404,46193.5743
405,46771.08434
406,47626.50602
407,47688.35341
408,48313.25301
409,48628.91566
410,49133.33333
411,49897.99197
412,50252.20884
413,50452.20884
414,51023.29317
415,51429.71888
416,52178.31325
417,52739.75904
418,53063.45382
419,53618.4739
420,54381.5261
421,54641.76707
422,55285.94378
423,55470.68273
424,56122.08835
425,56094.77912
426,56524.49799
427,56476.30522
428,56106.82731
429,55821.68675
430,55473.09237
431,54496.38554
432,54173.49398
433,53242.57028
434,52542.97189
435,51942.97189
436,50998.39357
437,50241.76707
438,49826.50602
439,48722.89157
440,48809.63855
441,48310.84337
442,48263.45382
443,48705.22088
444,49004.81928
445,50115.66265
446,50302.00803
447,50993.5743
448,52209.63855
449,53314.05622
450,54747.79116
451,56047.38956
452,56811.24498
453,58338.15261
454,59015.26104
455,60538.15261
456,61534.13655
457,62999.19679
458,63963.05221
459,64859.43775
460,66145.38153
461,67129.31727
462,68475.50201
463,69742.97189
464,70707.63052
465,72110.04016
466,72999.19679
467,73863.45382
468,74592.77108
469,75624.09639
470,76216.06426
471,75484.33735
472,75882.73092
473,76457.83133
474,76061.04418
475,75123.69478
476,74336.54618
477,72955.82329
478,72342.97189
479,70232.12851
480,68630.52209
481,66722.08835
482,64352.61044
483,61490.76305
484,59019.27711
485,56147.79116
486,52677.91165
487,49496.38554
488,46483.53414
489,43385.54217
490,40360.64257
491,36926.10442
492,33998.39357
493,30828.11245
494,28143.7751
495,26027.30924
496,23195.18072
497,21291.56627
498,19061.04418
499,17422.48996
500,15600
501,13870.68273
502,12853.01205
503,11443.37349
504,10390.36145
505,9560.64257
506,8597.59036
507,7946.98795
508,7141.36546
509,6691.56627
510,6177.51004
511,5840.96386
512,5342.16867
513,5002.40964
514,4738.95582
515,4502.81124
516,4342.16867
517,4117.26908
518,3914.85944
519,3767.87149
520,3681.92771
521,3543.7751
522,3400.80321
523,3369.47791
524,3327.71084
525,3310.04016
526,3304.41767
527,3155.82329
528,3182.32932
529,3164.65863
530,3111.64659
531,3085.94378
532,3081.1245
533,3093.9759
534,3062.6506
535,3088.35341
536,3115.66265
537,3159.03614
538,3243.37349
539,3306.82731
540,3279.51807
541,3201.60643
542,3237.751
543,3355.02008
544,3370.28112
545,3466.66667
546,3690.76305
547,3627.30924
548,3690.76305
549,3673.89558
550,3880.32129
551,3791.16466
552,3906.0241
553,4020.08032
554,4130.12048
555,4127.71084
556,4297.18876
557,4298.79518
558,4331.72691
559,4374.29719
560,4377.51004
561,4576.70683
562,4695.58233
563,4780.72289
564,4824.09639
565,4800
566,5034.53815
567,5040.96386
568,5057.02811
569,5313.25301
570,5244.17671
571,5408.03213
572,5418.4739
573,5467.46988
574,5555.82329
575,5595.98394
