"V1","V2"
519.5,220080
520,227477
520.5,235143
521,243632
521.5,250717
522,259820
522.5,267343
523,277067
523.5,284858
524,294876
524.5,304067
525,315161
525.5,325076
526,335103
526.5,346707
527,357030
527.5,368219
528,380323
528.5,391739
529,404844
529.5,418720
530,429363
530.5,443094
531,456345
531.5,470213
532,484932
532.5,499172
533,514834
533.5,528897
534,545519
534.5,560480
535,576566
535.5,591814
536,608384
536.5,623522
537,641385
537.5,658095
538,675320
538.5,693843
539,710086
539.5,726419
540,744087
540.5,761673
541,777428
541.5,796981
542,814461
542.5,832484
543,847724
543.5,866532
544,884031
544.5,900068
545,916582
545.5,934985
546,950570
546.5,966244
547,979993
547.5,997822
548,1010000
548.5,1030000
549,1040000
549.5,1050000
550,1070000
550.5,1080000
551,1090000
551.5,1100000
552,1110000
552.5,1120000
553,1130000
553.5,1140000
554,1150000
554.5,1150000
555,1150000
555.5,1160000
556,1160000
556.5,1160000
557,1160000
557.5,1160000
558,1160000
558.5,1150000
559,1150000
559.5,1150000
560,1140000
560.5,1130000
561,1130000
561.5,1120000
562,1100000
562.5,1090000
563,1080000
563.5,1070000
564,1050000
564.5,1030000
565,1020000
565.5,999854
566,981007
566.5,960113
567,939753
567.5,920263
568,896219
568.5,874297
569,849989
569.5,824813
570,798802
570.5,774795
571,751336
571.5,725511
572,699182
572.5,673585
573,648122
573.5,622302
574,597061
574.5,571210
575,544947
575.5,520104
576,495873
576.5,471498
577,447269
577.5,424958
578,400630
578.5,378171
579,357260
579.5,334336
580,314229
580.5,293745
581,274904
581.5,256883
582,239357
582.5,222103
583,206178
583.5,190622
584,175768
584.5,162425
585,149009
585.5,137149
586,124887
586.5,114058
587,104857
587.5,95039
588,86067
588.5,78859
589,71338
589.5,64734
590,58926
590.5,52697
591,47533
591.5,42716
592,38675
592.5,34726
593,31482
593.5,28406
594,25841
594.5,23575
595,21460
595.5,19583
596,17750
596.5,16389
597,15347
597.5,14128
598,13209
598.5,12388
599,11718
599.5,11329
600,10842
600.5,10556
601,10232
601.5,9959
602,9981
602.5,9911
603,9652
603.5,9628
604,9711
604.5,9834
605,9876
605.5,9985
606,9915
606.5,10062
607,9976
607.5,10479
608,10416
608.5,10830
609,10813
609.5,11009
610,11267
610.5,11245
611,11432
611.5,11929
612,12034
612.5,12298
613,12532
613.5,12709
614,12958
614.5,13192
615,13587
615.5,13651
616,13800
616.5,14057
617,14608
617.5,14655
618,14905
618.5,15098
619,15425
619.5,15835
620,15990
620.5,16125
621,16829
621.5,16879
622,17141
622.5,17652
623,17854
623.5,18063
624,18419
624.5,18954
625,18789
625.5,19124
626,19750
626.5,19972
627,20534
627.5,20738
628,20838
628.5,21286
629,21696
629.5,22179
630,22227
630.5,22912
631,22855
631.5,23534
632,23598
632.5,23782
633,24445
633.5,24776
634,24924
634.5,25377
635,25957
635.5,26082
636,26460
636.5,27048
637,27409
637.5,27968
638,28070
638.5,28785
639,29052
639.5,29287
640,29404
640.5,29804
641,30216
641.5,30737
642,30930
642.5,31113
643,31817
643.5,32054
644,32236
644.5,32781
645,33368
645.5,33701
646,33945
646.5,34375
647,34190
647.5,34982
648,35390
648.5,35780
649,35833
649.5,36308
650,37020
650.5,36690
651,37243
651.5,37954
652,38039
652.5,38844
653,38474
653.5,38936
654,39586
654.5,39757
655,40241
655.5,40675
656,40916
656.5,41020
657,41235
657.5,41669
658,42005
658.5,41961
659,42816
659.5,42976
660,42859
660.5,43348
661,43655
661.5,43836
662,44183
662.5,44230
663,44719
663.5,44611
664,45203
664.5,45472
665,45189
665.5,45833
666,45952
666.5,46155
667,46284
667.5,46133
668,46619
668.5,47033
669,46875
669.5,47436
670,47669
670.5,47263
671,47472
671.5,47744
672,47691
672.5,47792
673,47866
673.5,48057
674,48234
674.5,48304
675,48734
675.5,47974
676,48381
676.5,48410
677,48561
677.5,48788
678,48623
678.5,48634
679,48715
679.5,48198
680,48739
680.5,48480
681,48585
681.5,47955
682,48248
682.5,47794
683,48314
683.5,48127
684,47836
684.5,47492
685,48023
685.5,47461
686,46944
686.5,47410
687,46842
687.5,46769
688,46877
688.5,46644
689,46471
689.5,45886
690,45756
690.5,45438
691,45583
691.5,45056
692,45045
692.5,44973
693,44454
693.5,44384
694,44010
694.5,43857
695,43250
695.5,42729
696,42454
696.5,42240
697,42164
697.5,41836
698,41478
698.5,40839
699,40616
699.5,40087
700,39667
700.5,39784
701,38942
701.5,39208
702,38383
702.5,38349
703,38133
703.5,37359
704,36974
704.5,36899
705,36390
705.5,35919
706,35562
706.5,34807
707,34472
707.5,34513
708,33728
708.5,33441
709,32902
709.5,32672
710,32350
710.5,31377
711,31470
711.5,30860
712,30671
712.5,30085
713,29361
713.5,28890
714,28881
714.5,28169
715,27884
715.5,27444
716,27033
716.5,26546
717,26129
717.5,25852
718,25207
718.5,25201
719,24586
719.5,23904
720,23728
720.5,23244
721,22948
721.5,22585
722,21694
722.5,21760
723,21329
723.5,21082
724,20666
724.5,20199
725,19760
725.5,19233
726,18956
726.5,18364
727,18340
727.5,17586
728,17455
728.5,17041
729,16611
729.5,16339
730,16140
730.5,15774
731,15291
731.5,14930
732,14698
732.5,14512
733,13993
733.5,13449
734,13479
734.5,13167
735,12797
735.5,12607
736,12141
736.5,11973
737,11559
737.5,11250
738,11171
738.5,10770
739,10591
739.5,10315
740,10026
740.5,9658
741,9443
741.5,9277
742,9008
742.5,8699
743,8610
743.5,8359
744,8201
744.5,7994
745,7672
745.5,7236
746,7232
746.5,7039
747,6817
747.5,6539
748,6371
748.5,6247
749,6086
749.5,5946
750,5897
750.5,5462
751,5315
751.5,5201
752,5126
752.5,4852
753,4769
753.5,4709
754,4384
754.5,4340
755,4206
755.5,4074
756,3891
756.5,3774
757,3698
757.5,3451
758,3488
758.5,3274
759,3199
759.5,3056
760,2942
760.5,2877
761,2655
761.5,2652
762,2687
762.5,2599
763,2401
763.5,2473
764,2159
764.5,2126
765,2054
765.5,2026
766,1964
766.5,1962
767,1704
767.5,1706
768,1660
768.5,1529
769,1573
769.5,1485
770,1379
770.5,1335
771,1266
771.5,1256
772,1236
772.5,1180
