"V1","V2"
466,4940
466.5,5243
467,5153
467.5,5257
468,5188
468.5,5202
469,5294
469.5,5238
470,5240
470.5,5332
471,5415
471.5,5348
472,5464
472.5,5367
473,5496
473.5,5480
474,5504
474.5,5483
475,5391
475.5,5507
476,5533
476.5,5470
477,5479
477.5,5482
478,5523
478.5,5567
479,5411
479.5,5334
480,5544
480.5,5557
481,5246
481.5,5283
482,5300
482.5,5285
483,5196
483.5,5267
484,5267
484.5,5306
485,5216
485.5,5064
486,5004
486.5,5214
487,5056
487.5,4991
488,4915
488.5,4858
489,4813
489.5,4917
490,4689
490.5,4675
491,4550
491.5,4486
492,4529
492.5,4430
493,4461
493.5,4444
494,4197
494.5,4263
495,4225
495.5,4123
496,4115
496.5,4053
497,4063
497.5,3868
498,3982
498.5,3820
499,3635
499.5,3771
500,3678
500.5,3571
501,3480
501.5,3494
502,3316
502.5,3331
503,3078
503.5,3110
504,3060
504.5,3037
505,2999
505.5,2946
506,2778
506.5,2704
507,2629
507.5,2643
508,2582
508.5,2540
509,2440
509.5,2367
510,2290
510.5,2201
511,2228
511.5,2117
512,2084
512.5,1947
513,2003
513.5,1877
514,1868
514.5,1772
515,1731
515.5,1784
516,1747
516.5,1677
517,1656
517.5,1605
518,1480
518.5,1411
519,1409
519.5,1381
520,1332
520.5,1269
521,1220
521.5,1218
522,1137
522.5,1160
523,1041
523.5,1039
524,1015
524.5,961
525,978
525.5,886
526,879
526.5,818
527,839
527.5,807
528,794
528.5,705
529,703
529.5,652
530,653
530.5,612
531,604
531.5,602
532,544
532.5,557
533,495
533.5,516
534,450
534.5,404
535,420
535.5,446
536,403
536.5,367
537,358
537.5,329
538,365
538.5,313
539,307
539.5,297
540,289
540.5,302
541,253
541.5,237
542,251
542.5,207
543,207
543.5,210
544,194
544.5,168
545,172
545.5,172
546,178
546.5,161
547,160
547.5,149
548,141
548.5,130
549,124
549.5,118
550,132
550.5,104
551,92
551.5,105
552,97
552.5,113
553,89
553.5,83
554,71
554.5,80
555,66
555.5,76
556,71
556.5,80
557,77
557.5,66
558,64
558.5,66
559,71
559.5,54
560,45
560.5,60
561,58
561.5,49
562,51
562.5,59
563,49
563.5,41
564,45
564.5,48
565,56
565.5,54
566,47
566.5,41
567,50
567.5,44
568,45
568.5,49
569,43
569.5,42
570,40
570.5,45
571,55
571.5,35
572,41
572.5,35
573,44
573.5,47
574,50
574.5,40
575,51
575.5,58
576,42
576.5,44
577,60
577.5,47
578,54
578.5,55
579,38
579.5,53
580,40
580.5,61
581,36
581.5,47
582,55
582.5,61
583,64
583.5,48
584,56
584.5,48
585,49
585.5,61
586,58
586.5,62
587,55
587.5,70
588,65
588.5,64
589,64
589.5,57
590,69
590.5,76
591,74
591.5,58
592,82
592.5,71
593,66
593.5,63
594,70
594.5,65
595,71
595.5,54
596,71
596.5,84
597,82
597.5,84
598,79
598.5,72
599,61
599.5,70
600,85
600.5,71
601,82
601.5,82
602,68
602.5,83
603,90
603.5,86
604,78
604.5,81
605,97
605.5,73
606,80
606.5,89
607,104
607.5,80
608,90
608.5,83
609,89
609.5,76
610,90
610.5,110
611,84
611.5,102
612,96
612.5,92
613,83
613.5,100
614,89
614.5,78
615,81
615.5,85
616,95
616.5,94
617,95
617.5,87
618,85
618.5,90
619,81
619.5,81
620,91
620.5,83
621,80
621.5,100
622,82
622.5,98
623,84
623.5,58
624,67
624.5,59
625,88
625.5,73
626,69
626.5,60
627,73
627.5,69
628,64
628.5,67
629,70
629.5,63
630,58
630.5,48
631,51
631.5,40
632,42
632.5,57
633,55
633.5,49
634,46
634.5,48
635,43
635.5,33
636,54
636.5,32
637,38
637.5,28
638,41
638.5,42
639,44
639.5,33
640,35
640.5,25
641,22
641.5,37
642,37
642.5,33
643,30
643.5,34
644,34
644.5,27
645,30
645.5,24
646,31
646.5,17
647,17
647.5,23
648,21
648.5,25
649,14
649.5,17
650,15
650.5,20
651,21
651.5,16
652,16
652.5,20
653,14
653.5,13
654,14
654.5,17
655,16
655.5,10
656,28
656.5,9
657,14
657.5,19
658,21
658.5,17
659,10
659.5,9
660,18
660.5,17
661,19
661.5,14
662,9
662.5,7
663,15
663.5,5
664,14
664.5,13
665,23
665.5,18
666,8
666.5,13
667,8
667.5,11
668,12
668.5,22
669,13
669.5,13
670,17
670.5,9
671,15
671.5,15
672,16
672.5,8
673,12
673.5,14
674,14
674.5,16
675,11
675.5,12
676,7
676.5,11
677,20
677.5,12
678,14
678.5,12
679,16
679.5,12
680,7
680.5,6
681,6
681.5,10
682,20
682.5,15
683,12
683.5,13
684,9
684.5,14
685,20
685.5,14
686,15
686.5,14
687,15
687.5,19
688,9
688.5,15
689,10
689.5,10
690,19
690.5,15
691,13
691.5,10
692,9
692.5,10
693,14
693.5,12
694,15
694.5,13
695,20
695.5,14
696,12
696.5,9
697,12
697.5,12
698,12
698.5,25
699,8
699.5,7
700,17
700.5,15
701,18
701.5,16
702,12
702.5,16
703,14
703.5,8
704,9
704.5,13
705,20
705.5,9
706,14
706.5,12
707,6
707.5,14
708,16
708.5,16
709,15
709.5,14
710,11
710.5,12
711,19
711.5,19
712,13
712.5,12
713,16
713.5,9
714,14
714.5,11
715,10
715.5,9
716,18
716.5,11
717,14
717.5,17
718,16
718.5,11
719,15
719.5,12
720,12
720.5,18
721,7
721.5,16
722,11
722.5,10
723,14
723.5,19
724,11
724.5,13
725,20
725.5,13
726,16
726.5,12
727,11
727.5,21
728,17
728.5,16
729,19
729.5,21
730,19
730.5,16
731,8
731.5,23
732,12
732.5,18
733,11
733.5,22
734,11
734.5,16
735,18
735.5,17
736,13
736.5,11
737,12
737.5,11
738,13
738.5,18
739,16
739.5,18
740,20
740.5,20
741,20
741.5,17
742,16
742.5,12
743,22
743.5,12
744,14
744.5,21
745,10
745.5,13
746,17
746.5,12
747,10
747.5,11
748,16
748.5,12
749,6
749.5,15
750,23
750.5,12
751,11
751.5,11
752,14
752.5,8
753,11
753.5,16
754,10
754.5,11
755,12
755.5,11
756,19
756.5,21
757,21
757.5,9
758,20
758.5,13
759,17
759.5,21
760,20
760.5,21
761,19
761.5,28
762,19
762.5,17
763,9
763.5,21
764,12
764.5,15
765,13
765.5,17
766,15
766.5,10
767,25
767.5,16
768,21
768.5,10
769,24
769.5,16
770,9
770.5,14
771,20
771.5,28
772,20
772.5,17
