"V1","V2"
274,1314.89995
275,1255.18298
276,1293.49198
277,1229.26807
278,1260.81666
279,1259.68992
280,1299.12565
281,1265.3236
282,1335.18118
283,1339.68812
284,1307.0128
285,1273.21074
286,1397.15161
287,1274.33748
288,1320.53362
289,1326.1673
290,1319.40689
291,1345.3218
292,1309.26627
293,1384.75753
294,1343.06833
295,1406.16549
296,1503.06472
297,1358.84262
298,1379.12385
299,1407.29223
300,1459.12205
301,1400.53182
302,1423.06652
303,1513.20534
304,1634.89273
305,1721.65134
306,1949.25185
307,2081.07986
308,2180.23256
309,2291.77934
310,2573.46313
311,2763.88138
312,3069.22661
313,3282.17956
314,3683.29728
315,4019.06436
316,4342.43735
317,4862.989
318,5215.65711
319,5784.65837
320,6268.02776
321,6879.84496
322,7691.09429
323,8449.38706
324,9057.82405
325,10171.0384
326,10920.31729
327,11971.5612
328,13181.67478
329,14448.12511
330,15770.9122
331,17057.64377
332,18650.8473
333,20175.31999
334,22138.09266
335,23590.4543
336,25623.08455
337,27751.48729
338,29976.78926
339,32314.76474
340,34934.42401
341,37229.58356
342,39827.83487
343,43059.31134
344,45402.9205
345,48076.66306
346,51249.54931
347,53880.47593
348,56984.63133
349,59620.0649
350,62468.45142
351,65466.69371
352,67427.21291
353,69860.96088
354,72274.42762
355,73637.77718
356,74414.09771
357,75632.09843
358,74851.27096
359,74719.44294
360,73295.24968
361,72141.47287
362,69670.54264
363,67266.08978
364,63390.12079
365,59897.24175
366,55168.33423
367,50679.42131
368,45180.95367
369,40179.37624
370,35723.13863
371,30552.55093
372,26085.04597
373,22051.33405
374,17955.6517
375,15023.88679
376,12265.63908
377,9851.04561
378,7897.28682
379,6467.45989
380,5302.41572
381,4660.17667
382,4058.50009
383,3534.56824
384,3317.10835
385,3197.67442
386,3011.76312
387,2962.18677
388,2901.34307
389,2823.59834
390,2797.68343
391,2814.58446
392,2795.42996
393,2704.16441
394,2776.27546
395,2745.85361
396,2830.35875
397,2833.73896
398,2766.13485
399,2834.86569
400,2769.51505
401,2668.10889
402,2628.67316
403,2761.62791
404,2625.29295
405,2641.06724
406,2665.85542
407,2717.68524
408,2697.404
409,2685.00992
410,2682.75644
411,2849.51325
412,2977.96106
413,2765.00811
414,2834.86569
415,2840.49937
416,2940.7788
417,3134.57725
418,3055.70579
419,3136.83072
420,3179.64666
421,3239.36362
422,3299.08058
423,3256.26465
424,3322.74202
425,3203.30809
426,3192.04074
427,3210.06851
428,3251.75771
429,3281.05282
430,3184.1536
431,3176.26645
432,3135.70398
433,2957.67983
434,2895.70939
435,2843.87957
436,2816.83793
437,2770.64179
438,2638.81377
439,2652.3346
440,2763.88138
441,2607.26519
442,2721.06544
443,2696.27727
444,2792.04976
445,2900.21633
446,3010.63638
447,2970.07391
448,3157.11195
449,3318.23508
450,3568.37029
451,3629.21399
452,3946.95331
453,3996.52966
454,4227.51037
455,4421.30882
456,4619.61421
457,4755.94916
458,4917.07229
459,5249.45917
460,5238.19182
461,5507.48152
462,5754.23652
463,5753.10979
464,6219.57815
465,6156.48098
466,6430.27763
467,6493.3748
468,6644.35731
469,6891.11231
470,7123.21976
471,7292.23003
472,7122.09302
473,7418.42437
474,7394.76293
475,7259.55471
476,7401.52335
477,7327.15882
478,7348.56679
479,7388.00252
480,7289.97656
481,7065.75626
482,6841.53597
483,6843.78944
484,6461.82621
485,6129.43934
486,5989.72418
487,5444.38435
488,5206.64323
489,4772.85019
490,4460.74455
491,4213.98954
492,3728.36668
493,3504.14639
494,3083.87417
495,2824.72508
496,2531.77393
497,2296.28628
498,2036.01046
499,1867.00018
500,1604.47089
501,1326.1673
502,1279.97116
503,1020.82207
504,879.98017
505,828.15035
506,691.8154
507,621.95782
508,487.87633
509,442.80692
510,410.1316
511,397.73752
512,336.89382
513,273.79665
514,260.27582
515,253.51541
516,217.45989
517,155.48945
518,166.75681
519,216.33315
520,148.72904
521,147.60231
522,146.47557
523,163.3766
524,135.20822
525,181.40436
526,174.64395
527,149.85578
528,137.46169
529,138.58843
530,114.92699
531,122.81413
532,131.82802
533,125.0676
534,101.40617
535,140.8419
536,117.18046
537,108.16658
538,119.43393
539,98.02596
540,108.16658
541,111.54678
542,113.80025
543,123.94087
544,102.5329
545,101.40617
546,90.13881
547,140.8419
548,127.32107
549,98.02596
550,104.78637
551,136.33496
552,114.92699
553,127.32107
554,143.09537
555,119.43393
556,96.89922
557,134.08149
558,130.70128
559,156.61619
560,146.47557
561,126.19434
562,127.32107
563,123.94087
564,132.95475
565,164.50334
566,127.32107
567,105.91311
568,131.82802
569,137.46169
570,122.81413
571,109.29331
572,107.03984
573,138.58843
574,131.82802
575,130.70128
576,118.30719
577,107.03984
578,113.80025
579,126.19434
580,119.43393
581,138.58843
582,137.46169
583,130.70128
584,137.46169
585,101.40617
586,127.32107
587,148.72904
588,119.43393
589,103.65964
590,126.19434
591,135.20822
592,103.65964
593,156.61619
594,184.78457
595,108.16658
596,159.99639
597,102.5329
598,138.58843
599,119.43393
600,139.71516
601,109.29331
602,112.67352
603,116.05372
604,110.42005
605,107.03984
606,99.1527
607,100.27943
608,144.2221
609,76.61799
610,109.29331
611,58.59023
612,119.43393
613,128.44781
614,98.02596
615,83.3784
616,125.0676
617,101.40617
618,90.13881
619,101.40617
620,112.67352
621,87.88534
622,103.65964
623,118.30719
624,79.9982
625,109.29331
626,108.16658
627,79.9982
628,107.03984
629,104.78637
630,98.02596
631,104.78637
632,91.26555
633,84.50514
634,130.70128
635,116.05372
636,92.39228
637,107.03984
638,68.73085
639,77.74473
640,119.43393
641,118.30719
642,113.80025
643,98.02596
644,65.35064
645,82.25167
646,81.12493
647,108.16658
648,69.85758
649,79.9982
650,73.23779
651,92.39228
652,87.88534
653,94.64575
654,90.13881
655,70.98432
656,116.05372
657,87.88534
658,83.3784
659,66.47738
660,93.51902
661,86.75861
662,78.87146
663,54.08329
664,69.85758
665,82.25167
666,81.12493
667,114.92699
668,79.9982
669,74.36452
670,85.63187
671,54.08329
672,65.35064
673,102.5329
674,79.9982
675,67.60411
676,90.13881
677,66.47738
678,100.27943
679,75.49126
680,64.2239
681,55.21002
682,87.88534
683,87.88534
684,92.39228
685,67.60411
686,77.74473
687,90.13881
688,99.1527
689,90.13881
690,90.13881
691,81.12493
692,74.36452
693,79.9982
694,70.98432
695,89.01208
696,75.49126
697,85.63187
698,64.2239
699,92.39228
700,89.01208
701,95.77249
702,73.23779
703,101.40617
704,104.78637
705,83.3784
706,70.98432
707,93.51902
708,111.54678
709,82.25167
710,121.6874
711,72.11105
712,65.35064
713,99.1527
714,64.2239
715,59.71696
716,85.63187
717,95.77249
718,84.50514
719,99.1527
720,78.87146
721,90.13881
722,76.61799
723,99.1527
724,75.49126
725,59.71696
726,78.87146
727,108.16658
728,93.51902
729,108.16658
730,77.74473
731,96.89922
732,95.77249
733,90.13881
734,85.63187
735,63.09717
736,96.89922
737,83.3784
738,109.29331
739,67.60411
740,79.9982
741,104.78637
742,99.1527
743,122.81413
744,109.29331
745,89.01208
746,68.73085
747,96.89922
748,81.12493
749,82.25167
750,92.39228
751,107.03984
752,100.27943
753,73.23779
754,127.32107
755,68.73085
756,119.43393
