"V1","V2"
585.5,16642
586,16591
586.5,16674
587,16406
587.5,16360
588,16203
588.5,15973
589,15985
589.5,15721
590,15765
590.5,15465
591,15424
591.5,14956
592,14807
592.5,14816
593,14487
593.5,14291
594,13992
594.5,13789
595,13594
595.5,13163
596,13057
596.5,12782
597,12719
597.5,12135
598,11816
598.5,11642
599,11324
599.5,11036
600,11023
600.5,10482
601,10216
601.5,10002
602,9751
602.5,9318
603,8859
603.5,8850
604,8379
604.5,8022
605,7751
605.5,7631
606,7200
606.5,6801
607,6723
607.5,6334
608,6191
608.5,5877
609,5629
609.5,5231
610,5190
610.5,4701
611,4401
611.5,4290
612,4064
612.5,3769
613,3580
613.5,3264
614,3111
614.5,3016
615,2744
615.5,2624
616,2375
616.5,2144
617,2050
617.5,1907
618,1721
618.5,1620
619,1498
619.5,1373
620,1278
620.5,1196
621,1025
621.5,933
622,859
622.5,841
623,730
623.5,627
624,581
624.5,556
625,478
625.5,448
626,412
626.5,390
627,328
627.5,328
628,311
628.5,241
629,248
629.5,225
630,204
630.5,171
631,170
631.5,148
632,118
632.5,128
633,127
633.5,107
634,88
634.5,84
635,95
635.5,90
636,83
636.5,88
637,88
637.5,74
638,82
638.5,85
639,69
639.5,56
640,46
640.5,41
641,47
641.5,53
642,40
642.5,41
643,46
643.5,42
644,43
644.5,42
645,32
645.5,38
646,43
646.5,36
647,38
647.5,27
648,34
648.5,40
649,26
649.5,23
650,34
650.5,40
651,28
651.5,32
652,34
652.5,27
653,31
653.5,33
654,30
654.5,25
655,26
655.5,31
656,26
656.5,29
657,40
657.5,35
658,28
658.5,31
659,18
659.5,35
660,26
660.5,32
661,18
661.5,29
662,30
662.5,38
663,23
663.5,25
664,23
664.5,38
665,20
665.5,28
666,47
666.5,33
667,28
667.5,38
668,24
668.5,29
669,37
669.5,24
670,31
670.5,32
671,34
671.5,31
672,36
672.5,42
673,22
673.5,26
674,39
674.5,35
675,25
675.5,42
676,30
676.5,39
677,32
677.5,42
678,25
678.5,30
679,42
679.5,33
680,18
680.5,32
681,39
681.5,29
682,36
682.5,26
683,20
683.5,30
684,34
684.5,28
685,26
685.5,24
686,40
686.5,30
687,27
687.5,34
688,33
688.5,33
689,27
689.5,26
690,24
690.5,35
691,41
691.5,35
692,30
692.5,29
693,29
693.5,24
694,34
694.5,36
695,25
695.5,28
696,35
696.5,28
697,32
697.5,35
698,37
698.5,34
699,32
699.5,28
700,38
700.5,32
701,25
701.5,32
702,37
702.5,47
703,29
703.5,34
704,30
704.5,25
705,41
705.5,34
706,32
706.5,32
707,44
707.5,23
708,39
708.5,38
709,27
709.5,27
710,41
710.5,31
711,47
711.5,45
712,43
712.5,30
713,38
713.5,30
714,39
714.5,26
715,39
715.5,40
716,44
716.5,47
717,39
717.5,46
718,37
718.5,39
719,39
719.5,37
720,53
720.5,37
721,44
721.5,54
722,45
722.5,42
723,51
723.5,53
724,44
724.5,43
725,46
725.5,44
726,45
726.5,49
727,54
727.5,57
728,59
728.5,44
729,61
729.5,55
730,55
730.5,66
731,70
731.5,40
732,60
732.5,42
733,70
733.5,65
734,76
734.5,54
735,83
735.5,58
736,63
736.5,50
737,48
737.5,76
738,73
738.5,66
739,88
739.5,66
740,67
740.5,83
741,79
741.5,70
742,82
742.5,81
743,71
743.5,70
744,83
744.5,78
745,84
745.5,89
746,79
746.5,77
747,92
747.5,89
748,93
748.5,97
749,99
749.5,114
750,86
750.5,88
751,93
751.5,93
752,106
752.5,114
753,105
753.5,103
754,100
754.5,117
755,117
755.5,102
756,101
756.5,96
757,104
757.5,104
758,109
758.5,117
759,115
759.5,125
760,114
760.5,127
761,125
761.5,110
762,110
762.5,120
763,123
763.5,121
764,146
764.5,125
765,119
765.5,111
766,121
766.5,133
767,126
767.5,135
768,136
768.5,130
769,129
769.5,131
770,144
770.5,155
771,121
771.5,151
772,153
772.5,134
