"V1","V2"
404.5,5801
405,6078
405.5,6253
406,6600
406.5,6731
407,7131
407.5,7304
408,7773
408.5,7994
409,8396
409.5,8739
410,9225
410.5,9555
411,9931
411.5,10256
412,10864
412.5,11222
413,11654
413.5,12150
414,13116
414.5,13138
415,13539
415.5,14277
416,15107
416.5,15607
417,16226
417.5,16660
418,17504
418.5,18124
419,19007
419.5,19709
420,20035
420.5,21244
421,22156
421.5,22978
422,23971
422.5,24190
423,25601
423.5,26480
424,27670
424.5,28610
425,29711
425.5,30965
426,31863
426.5,32953
427,34249
427.5,35175
428,36672
428.5,38138
429,39253
429.5,40594
430,42178
430.5,43712
431,45205
431.5,46794
432,47913
432.5,49889
433,51294
433.5,53040
434,54669
434.5,56258
435,58031
435.5,59454
436,61818
436.5,63453
437,65030
437.5,67112
438,69353
438.5,71141
439,72633
439.5,74292
440,76663
440.5,78662
441,80444
441.5,82543
442,85379
442.5,87087
443,89614
443.5,91218
444,93524
444.5,96304
445,97817
445.5,100188
446,102669
446.5,104395
447,106706
447.5,109096
448,111304
448.5,113101
449,115195
449.5,116875
450,119001
450.5,121317
451,123527
451.5,124975
452,127037
452.5,128446
453,130290
453.5,131734
454,133011
454.5,135529
455,136656
455.5,137930
456,139789
456.5,140455
457,141468
457.5,143334
458,143245
458.5,143945
459,144838
459.5,145974
460,146255
460.5,145998
461,146163
461.5,146076
462,145939
462.5,145939
463,145007
463.5,143712
464,143149
464.5,142377
465,141309
465.5,139249
466,137754
466.5,136456
467,134709
467.5,132158
468,130133
468.5,127853
469,124882
469.5,122532
470,119275
470.5,117491
471,113167
471.5,111043
472,106870
472.5,103762
473,100683
473.5,97124
474,93371
474.5,89765
475,85029
475.5,81051
476,77807
476.5,74009
477,70268
477.5,66456
478,62134
478.5,58739
479,54865
479.5,51886
480,48388
480.5,44747
481,41226
481.5,38519
482,35417
482.5,32682
483,30248
483.5,27496
484,24919
484.5,23069
485,20984
485.5,18900
486,17009
486.5,15449
487,14024
487.5,12693
488,11267
488.5,10300
489,9393
489.5,8237
490,7569
490.5,6919
491,6387
491.5,5924
492,5241
492.5,5120
493,4710
493.5,4552
494,4290
494.5,4092
495,4072
495.5,3862
496,3819
496.5,3744
497,3638
497.5,3517
498,3487
498.5,3642
499,3592
499.5,3395
500,3465
500.5,3573
501,3529
501.5,3447
502,3568
502.5,3559
503,3581
503.5,3556
504,3645
504.5,3536
505,3676
505.5,3687
506,3688
506.5,3679
507,3744
507.5,3733
508,3766
508.5,3734
509,3833
509.5,3831
510,3975
510.5,3991
511,4022
511.5,3909
512,4050
512.5,4182
513,4187
513.5,4235
514,4205
514.5,4436
515,4592
515.5,4699
516,4696
516.5,4878
517,4882
517.5,5077
518,5181
518.5,5169
519,5300
519.5,5340
520,5556
520.5,5796
521,5790
521.5,5884
522,6017
522.5,6219
523,6317
523.5,6338
524,6502
524.5,6769
525,6857
525.5,7057
526,7108
526.5,7414
527,7533
527.5,7576
528,7779
528.5,7926
529,8308
529.5,8312
530,8558
530.5,8786
531,9089
531.5,9208
532,9450
532.5,9589
533,9825
533.5,9981
534,10086
534.5,10462
535,10521
535.5,10909
536,11087
536.5,11286
537,11545
537.5,11607
538,11949
538.5,11835
539,12393
539.5,12378
540,12925
540.5,13151
541,13419
541.5,13492
542,13818
542.5,14061
543,14384
543.5,14476
544,15028
544.5,15157
545,15543
545.5,15753
546,15976
546.5,16471
547,16458
547.5,16844
548,17025
548.5,17570
549,17591
549.5,17890
550,18315
550.5,18314
551,18739
551.5,18930
552,19559
552.5,19849
553,20036
553.5,20421
554,20698
554.5,21193
555,21390
555.5,21660
556,21828
556.5,22153
557,22701
557.5,22949
558,23355
558.5,23910
559,24062
559.5,24274
560,24529
560.5,25087
561,25536
561.5,25534
562,25858
562.5,26233
563,26647
563.5,27059
564,26992
564.5,27292
565,27607
565.5,28026
566,28297
566.5,28582
567,28915
567.5,29034
568,29342
568.5,29474
569,30195
569.5,29973
570,30316
570.5,30542
571,30446
571.5,31104
572,30931
572.5,31307
573,31270
573.5,31939
574,31537
574.5,31967
575,31871
575.5,31914
576,32213
576.5,32106
577,32379
577.5,32165
578,32301
578.5,32094
579,32348
579.5,32195
580,32583
580.5,32433
581,32279
581.5,32195
582,31958
582.5,31792
583,31688
583.5,31615
584,31391
584.5,31130
585,31107
585.5,30559
586,30770
586.5,30683
587,30058
587.5,29500
588,29914
588.5,29411
589,28948
589.5,28564
590,28134
590.5,28068
591,27786
591.5,27163
592,26732
592.5,26171
593,25675
593.5,25476
594,25005
594.5,24461
595,23991
595.5,23735
596,22777
596.5,22278
597,22079
597.5,21477
598,20892
598.5,20098
599,19866
599.5,19189
600,18308
600.5,18205
601,17434
601.5,17042
602,16467
602.5,15968
603,15248
603.5,14832
604,14127
604.5,13522
605,13106
605.5,12627
606,11953
606.5,11546
607,10993
607.5,10373
608,10011
608.5,9442
609,8721
609.5,8444
610,8001
610.5,7467
611,7178
611.5,6799
612,6290
612.5,5994
613,5460
613.5,5260
614,4885
614.5,4595
615,4212
615.5,3912
616,3577
616.5,3364
617,3093
617.5,2814
618,2610
618.5,2372
619,2135
619.5,1951
620,1814
620.5,1674
621,1479
621.5,1423
622,1202
622.5,1079
623,980
623.5,915
624,812
624.5,700
625,686
625.5,571
626,554
626.5,485
627,476
627.5,375
628,372
628.5,311
629,289
629.5,251
630,274
630.5,210
631,219
631.5,198
632,190
632.5,153
633,164
633.5,133
634,136
634.5,105
635,103
635.5,118
636,100
636.5,100
637,102
637.5,90
638,76
638.5,88
639,88
639.5,65
640,77
640.5,72
641,63
641.5,77
642,62
642.5,63
643,50
643.5,52
644,66
644.5,43
645,41
645.5,59
646,77
646.5,61
647,51
647.5,41
648,57
648.5,57
649,48
649.5,42
650,53
650.5,48
651,42
651.5,42
652,53
652.5,34
653,52
653.5,48
654,36
654.5,41
655,44
655.5,44
656,33
656.5,45
657,51
657.5,48
658,42
658.5,44
659,41
659.5,40
660,35
660.5,45
661,32
661.5,39
662,38
662.5,50
663,52
663.5,38
664,37
664.5,36
665,51
665.5,48
666,51
666.5,33
667,52
667.5,50
668,41
668.5,51
669,40
669.5,38
670,43
670.5,43
671,45
671.5,58
672,38
672.5,47
673,51
673.5,48
674,47
674.5,48
675,46
675.5,41
676,24
676.5,41
677,36
677.5,53
678,40
678.5,42
679,34
679.5,50
680,41
680.5,47
681,46
681.5,35
682,35
682.5,38
683,39
683.5,41
684,36
684.5,48
685,67
685.5,58
686,36
686.5,31
687,51
687.5,53
688,52
688.5,36
689,38
689.5,51
690,40
690.5,41
691,48
691.5,43
692,46
692.5,39
693,42
693.5,48
694,53
694.5,51
695,48
695.5,59
696,51
696.5,56
697,52
697.5,45
698,55
698.5,41
699,54
699.5,59
700,41
700.5,47
701,44
701.5,48
702,59
702.5,41
703,59
703.5,45
704,47
704.5,68
705,53
705.5,47
706,59
706.5,44
707,44
707.5,51
708,66
708.5,57
709,52
709.5,53
710,67
710.5,57
711,57
711.5,73
712,68
712.5,47
713,69
713.5,65
714,63
714.5,77
715,62
715.5,77
716,63
716.5,70
717,61
717.5,88
718,85
718.5,67
719,88
719.5,58
720,75
720.5,77
721,71
721.5,87
722,102
722.5,91
723,73
723.5,93
724,71
724.5,104
725,98
725.5,89
726,71
726.5,85
727,91
727.5,106
728,103
728.5,107
729,107
729.5,86
730,99
730.5,89
731,116
731.5,96
732,99
732.5,126
733,113
733.5,124
734,105
734.5,131
735,102
735.5,112
736,103
736.5,135
737,115
737.5,102
738,144
738.5,126
739,123
739.5,155
740,138
740.5,145
741,128
741.5,123
742,137
742.5,135
743,129
743.5,127
744,137
744.5,150
745,160
745.5,151
746,150
746.5,178
747,157
747.5,161
748,145
748.5,142
749,162
749.5,149
750,189
750.5,135
751,203
751.5,182
752,157
752.5,173
753,152
753.5,169
754,176
754.5,172
755,143
755.5,197
756,188
756.5,203
757,185
757.5,182
758,178
758.5,169
759,180
759.5,196
760,201
760.5,199
761,213
761.5,192
762,196
762.5,187
763,178
763.5,216
764,201
764.5,214
765,228
765.5,206
766,190
766.5,185
767,217
767.5,209
768,201
768.5,219
769,206
769.5,212
770,195
770.5,194
771,215
771.5,251
772,230
772.5,200
